"Path","Hash","Size","Reason","ChunkOffset","DataOffset"
"data\map\digitalworld\world_07\object_data\effect\circle_y.dds","0x1BE35213","1520","missing","23226149407","23226149675"
"data\map\digitalworld\world_07\object_data\effect\cloud128.dds","0x82BE903B","22000","missing","23226151195","23226151463"
"data\map\digitalworld\world_07\object_data\effect\dot64white32.dds","0x6B9CC340","5616","missing","23226173463","23226173731"
"data\map\digitalworld\world_07\object_data\effect\dot64white32inv.dds","0x8D8F174D","5616","missing","23226179347","23226179615"
"data\map\digitalworld\world_07\object_data\effect\dust_0001.dds","0x67D9B489","22000","missing","23226185231","23226185499"
"data\map\digitalworld\world_07\object_data\effect\energy_wave_003a.dds","0x12373CF8","5616","missing","23226207499","23226207767"
"data\map\digitalworld\world_07\object_data\effect\fire0001_dot.dds","0x001FC2F6","1520","missing","23226213383","23226213651"
"data\map\digitalworld\world_07\object_data\effect\fire_0001.dds","0xB212C00F","5616","missing","23226215171","23226215439"
"data\map\digitalworld\world_07\object_data\effect\fractal_noise_02.dds","0xF425EDE4","43832","missing","23226221055","23226221323"
"data\map\digitalworld\world_07\object_data\effect\gradmask.dds","0xCABB6C13","2872","missing","23226265155","23226265423"
"data\map\digitalworld\world_07\object_data\effect\gray.dds","0x9CD4085C","2872","missing","23226268295","23226268563"
"data\map\digitalworld\world_07\object_data\effect\greenone.dds","0xF633B5BC","824","missing","23226271435","23226271703"
"data\map\digitalworld\world_07\object_data\effect\gunsmoke0001.dds","0xD624DCD3","1520","missing","23226272527","23226272795"
"data\map\digitalworld\world_07\object_data\effect\gunsmoke0003.dds","0xD625F595","1520","missing","23226274315","23226274583"
"data\map\digitalworld\world_07\object_data\effect\lightning_a_000.dds","0x26BDE5FC","5616","missing","23226276103","23226276371"
"data\map\digitalworld\world_07\object_data\effect\lightning_a_001.dds","0x26BE725D","5616","missing","23226281987","23226282255"
"data\map\digitalworld\world_07\object_data\effect\lightning_a_002.dds","0x26BEFEBE","5616","missing","23226287871","23226288139"
"data\map\digitalworld\world_07\object_data\effect\lightning_a_003.dds","0x26BF8B1F","5616","missing","23226293755","23226294023"
"data\map\digitalworld\world_07\object_data\effect\m_fx_11103aa.dds","0x6F7397AA","2872","missing","23226299639","23226299907"
"data\map\digitalworld\world_07\object_data\effect\orangeone.dds","0xD7E06B27","824","missing","23226302779","23226303047"
"data\map\digitalworld\world_07\object_data\effect\particle.dds","0x86EA5FBD","2872","missing","23226303871","23226304139"
"data\map\digitalworld\world_07\object_data\effect\particle2.dds","0x641AEAEF","824","missing","23226307011","23226307279"
"data\map\digitalworld\world_07\object_data\effect\sflare.dds","0x9C795F06","2872","missing","23226308103","23226308371"
"data\map\digitalworld\world_07\object_data\effect\shadow.dds","0x2D0F7BAF","22000","missing","23226311243","23226311511"
"data\map\digitalworld\world_07\object_data\effect\smoker0002.dds","0xEBEAFD1C","5616","missing","23226333511","23226333779"
"data\map\digitalworld\world_07\object_data\effect\stone0001.dds","0x7F358AB3","22000","missing","23226339395","23226339663"
"data\map\digitalworld\world_07\object_data\effect\white.dds","0x0BFB57CA","43832","missing","23226361663","23226361931"
"data\map\digitalworld\world_07\object_data\effect\white_s.dds","0xF7DDFEFC","824","missing","23226405763","23226406031"
"data\map\digitalworld\world_07\object_data\structure\1300_box_01_lightmap.dds","0xFC4CA6EE","43832","missing","23226406855","23226407123"
"data\map\digitalworld\world_07\object_data\structure\1300_box_01_new.nif","0x3BC8F504","78403","missing","23226450955","23226451223"
"data\map\digitalworld\world_07\object_data\structure\1300_box_02_lightmap.dds","0x4BABB06F","43832","missing","23226529626","23226529894"
"data\map\digitalworld\world_07\object_data\structure\1300_box_02_new.nif","0x280AC9E5","21152","missing","23226573726","23226573994"
"data\map\digitalworld\world_07\object_data\structure\1300_box_03_lightmap.dds","0x9B0AB9F0","43832","missing","23226595146","23226595414"
"data\map\digitalworld\world_07\object_data\structure\1300_box_03_new.nif","0x144C9EC6","80238","missing","23226639246","23226639514"
"data\map\digitalworld\world_07\object_data\structure\1300_box_apricot_02_tbp.dds","0x8B591DD0","43832","missing","23226719752","23226720020"
"data\map\digitalworld\world_07\object_data\structure\1300_box_blue_02_tbp.dds","0x23F689C6","43832","missing","23226763852","23226764120"
"data\map\digitalworld\world_07\object_data\structure\1300_box_door_lightingmap.dds","0x338EFBDF","43832","missing","23226807952","23226808220"
"data\map\digitalworld\world_07\object_data\structure\1300_box_door_new.nif","0x7895C757","17394","missing","23226852052","23226852320"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_01_lightmap.dds","0x57A0373D","43832","missing","23226869714","23226869982"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_01_new.nif","0xD0EE57F3","13497","missing","23226913814","23226914082"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_02_lightingmap.dds","0x6B818E5C","43832","missing","23226927579","23226927847"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_02_new.nif","0xBD302CD4","9956","missing","23226971679","23226971947"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_03_lightingmap.dds","0x77B6B43D","43832","missing","23226981903","23226982171"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_03_new.nif","0xA97201B5","12600","missing","23227026003","23227026271"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_04_lightingmap.dds","0x83EBDA1E","43832","missing","23227038871","23227039139"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_04_new.nif","0x95B3D696","6942","missing","23227082971","23227083239"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_05_lightingmap.dds","0x9020FFFF","43832","missing","23227090181","23227090449"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_05_new.nif","0x81F5AB77","6672","missing","23227134281","23227134549"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_06_lightingmap.dds","0x9C5625E0","43832","missing","23227141221","23227141489"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_06_new.nif","0x6E378058","25389","missing","23227185321","23227185589"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_07_lightingmap.dds","0xA88B4BC1","43832","missing","23227210978","23227211246"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_07_new.nif","0x5A795539","29460","missing","23227255078","23227255346"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_08_lightingmap.dds","0xB4C071A2","43832","missing","23227284806","23227285074"
"data\map\digitalworld\world_07\object_data\structure\1300_box_p_08_new.nif","0x46BB2A1A","4337","missing","23227328906","23227329174"
"data\map\digitalworld\world_07\object_data\structure\1300_box_red_new.dds","0x97451C3C","43832","missing","23227333511","23227333779"
"data\map\digitalworld\world_07\object_data\structure\1300_box_yellow_02.dds","0xF860A2B5","43832","missing","23227377611","23227377879"
"data\map\digitalworld\world_07\object_data\structure\1300_box_yellow_tbp.dds","0xA67EEF59","43832","missing","23227421711","23227421979"
"data\map\digitalworld\world_07\object_data\structure\1300_castle_lightingmap.dds","0x32096F1F","43832","missing","23227465811","23227466079"
"data\map\digitalworld\world_07\object_data\structure\1300_castle_lightingmap02.dds","0xD6591B41","72","missing","23227509911","23227510179"
"data\map\digitalworld\world_07\object_data\structure\1300_castle_new.nif","0xE270FA97","103661","missing","23227510251","23227510519"
"data\map\digitalworld\world_07\object_data\structure\1300_plaza.max","0x23EFFB93","409600","missing","23227614180","23227614448"
"data\map\digitalworld\world_07\object_data\structure\1300_plaza_lightingmap.dds","0x3958CC9B","43832","missing","23228024048","23228024316"
"data\map\digitalworld\world_07\object_data\structure\1300_plaza_new.nif","0x33689C13","52928","missing","23228068148","23228068416"
"data\map\digitalworld\world_07\object_data\structure\1304_door.kfm","0xE22F064B","300","missing","23228121344","23228121612"
"data\map\digitalworld\world_07\object_data\structure\1304_door.nif","0xE22F136A","14927","missing","23228121912","23228122180"
"data\map\digitalworld\world_07\object_data\structure\1304_door_wall_b.dds","0x6EB1ADF8","43832","missing","23228137107","23228137375"
"data\map\digitalworld\world_07\object_data\structure\1304_wall_door-01.nif","0x3E41EC27","10267","missing","23228181207","23228181475"
"data\map\digitalworld\world_07\object_data\structure\1304_wall_door-02.nif","0x3E427888","7797","missing","23228191742","23228192010"
"data\map\digitalworld\world_07\object_data\structure\1307_dungene_top_02_lightingmap_01.dds","0x9859FA23","174904","missing","23228199807","23228200075"
"data\map\digitalworld\world_07\object_data\structure\1307_dungene_top_02_lightingmap_02.dds","0x985A8684","174904","missing","23228374979","23228375247"
"data\map\digitalworld\world_07\object_data\structure\1307_dungeon_bottom_02.nif","0x3CEF409E","17746","missing","23228550151","23228550419"
"data\map\digitalworld\world_07\object_data\structure\1307_dungeon_bottom_02_lightingmap_01.dds","0x3E85C86F","174904","missing","23228568165","23228568433"
"data\map\digitalworld\world_07\object_data\structure\1307_dungeon_top_02.nif","0xBD3D7D7C","803899","missing","23228743337","23228743605"
"data\map\digitalworld\world_07\object_data\structure\1307_walltbp_002.dds","0x1549383E","174904","missing","23229547504","23229547772"
"data\map\digitalworld\world_07\object_data\structure\1308_close_idle_001.kf","0xD808CC31","747","missing","23229722676","23229722944"
"data\map\digitalworld\world_07\object_data\structure\1308_close_idle_002.kf","0xD808D072","751","missing","23229723691","23229723959"
"data\map\digitalworld\world_07\object_data\structure\1308_close_idle_003.kf","0xD808D4B3","1264","missing","23229724710","23229724978"
"data\map\digitalworld\world_07\object_data\structure\1308_door.nif","0xB420D76E","5445","missing","23229726242","23229726510"
"data\map\digitalworld\world_07\object_data\structure\1308_open_001.kf","0x41959E50","1305","missing","23229731955","23229732223"
"data\map\digitalworld\world_07\object_data\structure\1308_open_002.kf","0x4195A291","1309","missing","23229733528","23229733796"
"data\map\digitalworld\world_07\object_data\structure\1308_open_003.kf","0x4195A6D2","1841","missing","23229735105","23229735373"
"data\map\digitalworld\world_07\object_data\structure\1308_open_idle_001.kf","0xF880A4CD","746","missing","23229737214","23229737482"
"data\map\digitalworld\world_07\object_data\structure\1308_open_idle_002.kf","0xF880A90E","1314","missing","23229738228","23229738496"
"data\map\digitalworld\world_07\object_data\structure\1308_open_idle_003.kf","0xF880AD4F","1846","missing","23229739810","23229740078"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_001.kfm","0xC784548E","336","missing","23229741924","23229742192"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_001.nif","0xC78461AD","41988","missing","23229742528","23229742796"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_001_am.cst","0xDB0B0427","1050277","missing","23229784784","23229785052"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_001_amsw.cst","0xCB002A71","4203463","missing","23230835329","23230835597"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_001_bm.cst","0xDB1D1CA8","13989","missing","23235039060","23235039328"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_001_em.cst","0xDB53662B","1050277","missing","23235053317","23235053585"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_001_sm.cst","0xDC50BD39","198309","missing","23236103862","23236104130"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_001_smorg.cst","0xBDF94121","198309","missing","23236302439","23236302707"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_002.kfm","0xC784E0EF","336","missing","23236501016","23236501284"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_002.nif","0xC784EE0E","26423","missing","23236501620","23236501888"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_003.kfm","0xC7856D50","336","missing","23236528311","23236528579"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_003.nif","0xC7857A6F","28929","missing","23236528915","23236529183"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_door_004.nif","0xC78606D0","27049","missing","23236558112","23236558380"
"data\map\digitalworld\world_07\object_data\structure\1308_wall_font.dds","0xBC066FBE","43832","missing","23236585429","23236585697"
"data\map\digitalworld\world_07\object_data\structure\close_idle.kf","0xC6738E16","835","missing","23236629529","23236629797"
"data\map\digitalworld\world_07\object_data\structure\close_idle_1308_001.kf","0x0FACD051","747","missing","23236630632","23236630900"
"data\map\digitalworld\world_07\object_data\structure\open.kf","0x914A34F5","1412","missing","23236631647","23236631915"
"data\map\digitalworld\world_07\object_data\structure\open_1308_001.kf","0xCA92A210","1305","missing","23236633327","23236633595"
"data\map\digitalworld\world_07\object_data\structure\open_idle.kf","0xE9DDBE12","1417","missing","23236634900","23236635168"
"data\map\digitalworld\world_07\object_data\structure\open_idle_1308_001.kf","0x9562BBCD","746","missing","23236636585","23236636853"
"data\map\digitalworld\world_07\object_data\structure\school_farm_01.dds","0x85A159DA","174904","missing","23236637599","23236637867"
"data\map\digitalworld\world_07\object_data\structure\school_farm_ceiling_01_s.dds","0x2D2E66C6","43832","missing","23236812771","23236813039"
"data\map\digitalworld\world_07\object_data\structure\school_farm_iron_01_s.dds","0xC8A85EC3","43848","missing","23236856871","23236857139"
"data\map\digitalworld\world_07\object_data\structure\school_farm_iron_02_s.dds","0xCAFD8764","87528","missing","23236900987","23236901255"
"data\map\digitalworld\world_07\object_data\structure\school_farm_wood_01.dds","0x1AA55712","87528","missing","23236988783","23236989051"
"data\map\digitalworld\world_07\object_data\structure\school_warehouse_wall_01_s.dds","0xC7558348","174904","missing","23237076579","23237076847"
"data\map\digitalworld\world_07\object_data\structure\school_warehouse_wall_02_s.dds","0xC9AAABE9","87528","missing","23237251751","23237252019"
"data\map\digitalworld\world_07\object_data\structure\school_warehouse_wall_03_s.dds","0xCBFFD48A","43832","missing","23237339547","23237339815"
"data\map\digitalworld\world_07\object_data\terrains\soil_yellow_003.dds","0xD7888608","43832","missing","23237383647","23237383915"
"data\map\digitalworld\world_07\object_data\terrains\toy_fabric_02.dds","0x365AB4E7","174904","missing","23237427747","23237428015"
"data\map\digitalworld\world_07\object_data\terrains\toy_fabric_03.dds","0x365B4148","174904","missing","23237602919","23237603187"
"data\map\digitalworld\world_18\map_data\1800\1800.emr","0x520F9E20","2913865","missing","23237778091","23237778359"
"data\map\digitalworld\world_18\map_data\1800\1800.nif","0x520FC3D9","1562463","missing","23240692224","23240692492"
"data\map\digitalworld\world_18\map_data\1800\1800.xml","0x520FEEED","1116","missing","23242254955","23242255223"
"data\map\digitalworld\world_18\map_data\1800\1800_am.cst","0x938B46D3","1050277","missing","23242256339","23242256607"
"data\map\digitalworld\world_18\map_data\1800\1800_amsw.cst","0xA49BC81D","4203463","missing","23243306884","23243307152"
"data\map\digitalworld\world_18\map_data\1800\1800_bm.cst","0x939D5F54","198309","missing","23247510615","23247510883"
"data\map\digitalworld\world_18\map_data\1800\1800_em.cst","0x93D3A8D7","1050277","missing","23247709192","23247709460"
"data\map\digitalworld\world_18\map_data\1800\1800_sm.cst","0x94D0FFE5","12584613","missing","23248759737","23248760005"
"data\map\digitalworld\world_18\map_data\1800\1800_smorg.cst","0xCB08944D","12584613","missing","23261344618","23261344886"
"data\map\digitalworld\world_18\map_data\1801\1801.emr","0x3E51FF62","2913865","missing","23273929499","23273929767"
"data\map\digitalworld\world_18\map_data\1801\1801.nif","0x3E52251B","1212717","missing","23276843632","23276843900"
"data\map\digitalworld\world_18\map_data\1801\1801.xml","0x3E52502F","1126","missing","23278056617","23278056885"
"data\map\digitalworld\world_18\map_data\1801\1801_am.cst","0x65E238D5","1050277","missing","23278058011","23278058279"
"data\map\digitalworld\world_18\map_data\1801\1801_amsw.cst","0x6877429F","4203463","missing","23279108556","23279108824"
"data\map\digitalworld\world_18\map_data\1801\1801_bm.cst","0x65F45156","198309","missing","23283312287","23283312555"
"data\map\digitalworld\world_18\map_data\1801\1801_em.cst","0x662A9AD9","1050277","missing","23283510864","23283511132"
"data\map\digitalworld\world_18\map_data\1801\1801_sm.cst","0x6727F1E7","198309","missing","23284561409","23284561677"
"data\map\digitalworld\world_18\map_data\1801\1801_smorg.cst","0x0A535F0F","198309","missing","23284759986","23284760254"
"data\map\digitalworld\world_18\map_data\1802\1802.cmi","0x2A945819","174560","missing","23284958563","23284958831"
"data\map\digitalworld\world_18\map_data\1802\1802.emr","0x2A9460A4","1423394","missing","23285133391","23285133659"
"data\map\digitalworld\world_18\map_data\1802\1802.nif","0x2A94865D","2436909","missing","23286557053","23286557321"
"data\map\digitalworld\world_18\map_data\1802\1802.xml","0x2A94B171","1114","missing","23288994230","23288994498"
"data\map\digitalworld\world_18\map_data\1802\1802_am.cst","0x38392AD7","263845","missing","23288995612","23288995880"
"data\map\digitalworld\world_18\map_data\1802\1802_amsw.cst","0x2C52BD21","1057735","missing","23289259725","23289259993"
"data\map\digitalworld\world_18\map_data\1802\1802_bm.cst","0x384B4358","13989","missing","23290317728","23290317996"
"data\map\digitalworld\world_18\map_data\1802\1802_em.cst","0x38818CDB","263845","missing","23290331985","23290332253"
"data\map\digitalworld\world_18\map_data\1802\1802_sm.cst","0x397EE3E9","198309","missing","23290596098","23290596366"
"data\map\digitalworld\world_18\map_data\1802\1802_smorg.cst","0x499E29D1","198309","missing","23290794675","23290794943"
"data\map\digitalworld\world_18\map_data\1803\1803.cmi","0x16D6B95B","125072","missing","23290993252","23290993520"
"data\map\digitalworld\world_18\map_data\1803\1803.emr","0x16D6C1E6","1335350","missing","23291118592","23291118860"
"data\map\digitalworld\world_18\map_data\1803\1803.nif","0x16D6E79F","489191","missing","23292454210","23292454478"
"data\map\digitalworld\world_18\map_data\1803\1803.tga","0x16D700DE","4006020","missing","23292943669","23292943937"
"data\map\digitalworld\world_18\map_data\1803\1803.xml","0x16D712B3","1102","missing","23296949957","23296950225"
"data\map\digitalworld\world_18\map_data\1803\1803_am.cst","0x0A901CD9","263845","missing","23296951327","23296951595"
"data\map\digitalworld\world_18\map_data\1803\1803_amsw.cst","0xF02E37A3","1057735","missing","23297215440","23297215708"
"data\map\digitalworld\world_18\map_data\1803\1803_bm.cst","0x0AA2355A","50853","missing","23298273443","23298273711"
"data\map\digitalworld\world_18\map_data\1803\1803_em.cst","0x0AD87EDD","263845","missing","23298324564","23298324832"
"data\map\digitalworld\world_18\map_data\1803\1803_sm.cst","0x0BD5D5EB","788133","missing","23298588677","23298588945"
"data\map\digitalworld\world_18\map_data\1803\1803_smorg.cst","0x88E8F493","788133","missing","23299377078","23299377346"
"data\map\digitalworld\world_18\map_data\1803\emr\1803.emr","0xEAEDBDCA","1335350","missing","23300165479","23300165747"
"data\map\digitalworld\world_18\map_data\1803\emr\1803.tga","0xEAEDFCC2","4006020","missing","23301501097","23301501365"
"data\map\digitalworld\world_18\map_data\1803\tooldata\toolresobject.lst","0x4FC47BA0","967208","missing","23305507385","23305507653"
"data\map\digitalworld\world_18\map_data\1803\toolrgs\maptool.cfg","0xCAEE6A8C","380","missing","23306474861","23306475129"
"data\map\digitalworld\world_18\map_data\1803\toolrgs\maptool.rgs","0xCAEEAA88","5356","missing","23306475509","23306475777"
"data\map\digitalworld\world_18\map_data\1804\1804.emr","0x03192328","120425","missing","23306481133","23306481401"
"data\map\digitalworld\world_18\map_data\1804\1804.nif","0x031948E1","220899","missing","23306601826","23306602094"
"data\map\digitalworld\world_18\map_data\1804\1804.tga","0x03196220","361245","missing","23306822993","23306823261"
"data\map\digitalworld\world_18\map_data\1804\1804.xml","0x031973F5","1120","missing","23307184506","23307184774"
"data\map\digitalworld\world_18\map_data\1804\1804_am.cst","0xDCE70EDB","67237","missing","23307185894","23307186162"
"data\map\digitalworld\world_18\map_data\1804\1804_amsw.cst","0xB409B225","271303","missing","23307253399","23307253667"
"data\map\digitalworld\world_18\map_data\1804\1804_bm.cst","0xDCF9275C","13989","missing","23307524970","23307525238"
"data\map\digitalworld\world_18\map_data\1804\1804_em.cst","0xDD2F70DF","67237","missing","23307539227","23307539495"
"data\map\digitalworld\world_18\map_data\1804\1804_sm.cst","0xDE2CC7ED","198309","missing","23307606732","23307607000"
"data\map\digitalworld\world_18\map_data\1804\1804_smorg.cst","0xC833BF55","198309","missing","23307805309","23307805577"
"data\map\digitalworld\world_18\map_data\1805\1805.emr","0xEF5B846A","285172","missing","23308003886","23308004154"
"data\map\digitalworld\world_18\map_data\1805\1805.nif","0xEF5BAA23","96369","missing","23308289326","23308289594"
"data\map\digitalworld\world_18\map_data\1805\1805.tga","0xEF5BC362","855486","missing","23308385963","23308386231"
"data\map\digitalworld\world_18\map_data\1805\1805.xml","0xEF5BD537","1118","missing","23309241717","23309241985"
"data\map\digitalworld\world_18\map_data\1805\1805_am.cst","0xAF3E00DD","67237","missing","23309243103","23309243371"
"data\map\digitalworld\world_18\map_data\1805\1805_amsw.cst","0x77E52CA7","271303","missing","23309310608","23309310876"
"data\map\digitalworld\world_18\map_data\1805\1805_bm.cst","0xAF50195E","13989","missing","23309582179","23309582447"
"data\map\digitalworld\world_18\map_data\1805\1805_em.cst","0xAF8662E1","67237","missing","23309596436","23309596704"
"data\map\digitalworld\world_18\map_data\1805\1805_sm.cst","0xB083B9EF","13989","missing","23309663941","23309664209"
"data\map\digitalworld\world_18\map_data\1805\1805_smorg.cst","0x077E8A17","13989","missing","23309678198","23309678466"
"data\map\digitalworld\world_18\map_data\1806\1806.emr","0xDB9DE5AC","444905","missing","23309692455","23309692723"
"data\map\digitalworld\world_18\map_data\1806\1806.nif","0xDB9E0B65","1910080","missing","23310137628","23310137896"
"data\map\digitalworld\world_18\map_data\1806\1806.tga","0xDB9E24A4","1334685","missing","23312047976","23312048244"
"data\map\digitalworld\world_18\map_data\1806\1806.xml","0xDB9E3679","1092","missing","23313382929","23313383197"
"data\map\digitalworld\world_18\map_data\1806\1806_am.cst","0x8194F2DF","1050277","missing","23313384289","23313384557"
"data\map\digitalworld\world_18\map_data\1806\1806_amsw.cst","0x3BC0A729","4203463","missing","23314434834","23314435102"
"data\map\digitalworld\world_18\map_data\1806\1806_bm.cst","0x81A70B60","13989","missing","23318638565","23318638833"
"data\map\digitalworld\world_18\map_data\1806\1806_em.cst","0x81DD54E3","1050277","missing","23318652822","23318653090"
"data\map\digitalworld\world_18\map_data\1806\1806_sm.cst","0x82DAABF1","198309","missing","23319703367","23319703635"
"data\map\digitalworld\world_18\map_data\1806\1806_smorg.cst","0x46C954D9","198309","missing","23319901944","23319902212"
"data\map\digitalworld\world_18\map_data\1807\1807.emr","0xC7E046EE","3272505","missing","23320100521","23320100789"
"data\map\digitalworld\world_18\map_data\1807\1807.nif","0xC7E06CA7","3762318","missing","23323373294","23323373562"
"data\map\digitalworld\world_18\map_data\1807\1807.tga","0xC7E085E6","9817485","missing","23327135880","23327136148"
"data\map\digitalworld\world_18\map_data\1807\1807.xml","0xC7E097BB","1142","missing","23336953633","23336953901"
"data\map\digitalworld\world_18\map_data\1807\1807_am.cst","0x53EBE4E1","263845","missing","23336955043","23336955311"
"data\map\digitalworld\world_18\map_data\1807\1807_amsw.cst","0xFF9C21AB","1057735","missing","23337219156","23337219424"
"data\map\digitalworld\world_18\map_data\1807\1807_bm.cst","0x53FDFD62","50853","missing","23338277159","23338277427"
"data\map\digitalworld\world_18\map_data\1807\1807_em.cst","0x543446E5","263845","missing","23338328280","23338328548"
"data\map\digitalworld\world_18\map_data\1807\1807_sm.cst","0x55319DF3","788133","missing","23338592393","23338592661"
"data\map\digitalworld\world_18\map_data\1807\1807_smorg.cst","0x86141F9B","788133","missing","23339380794","23339381062"
"data\map\digitalworld\world_18\map_data\1807\toolrgs\maptool.cfg","0x8346F310","380","missing","23340169195","23340169463"
"data\map\digitalworld\world_18\map_data\1807\toolrgs\maptool.rgs","0x8347330C","5356","missing","23340169843","23340170111"
"data\map\digitalworld\world_18\map_data\1808\1808.emr","0xB422A830","120425","missing","23340175467","23340175735"
"data\map\digitalworld\world_18\map_data\1808\1808.nif","0xB422CDE9","222385","missing","23340296160","23340296428"
"data\map\digitalworld\world_18\map_data\1808\1808.xml","0xB422F8FD","1120","missing","23340518813","23340519081"
"data\map\digitalworld\world_18\map_data\1808\1808_am.cst","0x2642D6E3","67237","missing","23340520201","23340520469"
"data\map\digitalworld\world_18\map_data\1808\1808_amsw.cst","0xC3779C2D","271303","missing","23340587706","23340587974"
"data\map\digitalworld\world_18\map_data\1808\1808_bm.cst","0x2654EF64","13989","missing","23340859277","23340859545"
"data\map\digitalworld\world_18\map_data\1808\1808_em.cst","0x268B38E7","67237","missing","23340873534","23340873802"
"data\map\digitalworld\world_18\map_data\1808\1808_sm.cst","0x27888FF5","198309","missing","23340941039","23340941307"
"data\map\digitalworld\world_18\map_data\1808\1808_smorg.cst","0xC55EEA5D","198309","missing","23341139616","23341139884"
"data\map\digitalworld\world_18\map_data\1809\1809.emr","0xA0650972","444905","missing","23341338193","23341338461"
"data\map\digitalworld\world_18\map_data\1809\1809.nif","0xA0652F2B","1910356","missing","23341783366","23341783634"
"data\map\digitalworld\world_18\map_data\1809\1809.tga","0xA065486A","1334685","missing","23343693990","23343694258"
"data\map\digitalworld\world_18\map_data\1809\1809.xml","0xA0655A3F","1092","missing","23345028943","23345029211"
"data\map\digitalworld\world_18\map_data\1809\1809_am.cst","0xF899C8E5","1050277","missing","23345030303","23345030571"
"data\map\digitalworld\world_18\map_data\1809\1809_amsw.cst","0x875316AF","4203463","missing","23346080848","23346081116"
"data\map\digitalworld\world_18\map_data\1809\1809_bm.cst","0xF8ABE166","13989","missing","23350284579","23350284847"
"data\map\digitalworld\world_18\map_data\1809\1809_em.cst","0xF8E22AE9","1050277","missing","23350298836","23350299104"
"data\map\digitalworld\world_18\map_data\1809\1809_sm.cst","0xF9DF81F7","198309","missing","23351349381","23351349649"
"data\map\digitalworld\world_18\map_data\1809\1809_smorg.cst","0x04A9B51F","198309","missing","23351547958","23351548226"
"data\map\digitalworld\world_18\map_data\1810\1807.tga","0xC69024C0","9817485","missing","23351746535","23351746803"
"data\map\digitalworld\world_18\map_data\1810\1810.emr","0xC69E27A2","3272505","missing","23361564288","23361564556"
"data\map\digitalworld\world_18\map_data\1810\1810.nif","0xC69E4D5B","3762144","missing","23364837061","23364837329"
"data\map\digitalworld\world_18\map_data\1810\1810.xml","0xC69E786F","1142","missing","23368599473","23368599741"
"data\map\digitalworld\world_18\map_data\1810\1810_am.cst","0xB0C07915","263845","missing","23368600883","23368601151"
"data\map\digitalworld\world_18\map_data\1810\1810_amsw.cst","0xE3E692DF","1057735","missing","23368864996","23368865264"
"data\map\digitalworld\world_18\map_data\1810\1810_bm.cst","0xB0D29196","50853","missing","23369922999","23369923267"
"data\map\digitalworld\world_18\map_data\1810\1810_em.cst","0xB108DB19","263845","missing","23369974120","23369974388"
"data\map\digitalworld\world_18\map_data\1810\1810_sm.cst","0xB2063227","788133","missing","23370238233","23370238501"
"data\map\digitalworld\world_18\map_data\1810\1810_smorg.cst","0xF3ACB74F","788133","missing","23371026634","23371026902"
"data\map\dungeon\d_terminel_dungeon\d_d_1f_shadowsmap.dds","0xB331372D","349680","missing","23371815035","23371815303"
"data\map\dungeon\d_terminel_dungeon\d_d_2f_shadowsmap.dds","0xBF665D0E","349680","missing","23372164983","23372165251"
"data\map\dungeon\d_terminel_dungeon\d_d_3f_shadowsmap.dds","0xCB9B82EF","349680","missing","23372514931","23372515199"
"data\map\dungeon\d_terminel_dungeon\d_d_3f_wheel_shadowsmap.dds","0xD1D70EA3","87536","missing","23372864879","23372865147"
"data\map\dungeon\last evolution kizuna\map_data\72.emr","0xEDD795DC","3469750","missing","23372952683","23372952951"
"data\map\dungeon\last evolution kizuna\map_data\72.nif","0xEDD7BB95","243403","missing","23376422701","23376422969"
"data\map\dungeon\last evolution kizuna\map_data\72.xml","0xEDD7E6A9","1111","missing","23376666372","23376666640"
"data\map\dungeon\last evolution kizuna\map_data\72_am.cst","0xF5CAF50F","1050277","missing","23376667751","23376668019"
"data\map\dungeon\last evolution kizuna\map_data\72_bm.cst","0xF5DD0D90","50853","missing","23377718296","23377718564"
